"Symbol","Date","Open","High","Low","Close","Percent Change","Volume"
"NEPSE","2018-05-03","1360.38","1376.68","1360.41","1366.15","0.00","710668992"
"NEPSE","2018-05-02","1349.01","1360.87","1335.39","1360.38","0.00","362500000"
"NEPSE","2018-04-29","1357.22","1362.66","1337.93","1349.01","0.00","378035008"
"NEPSE","2018-04-26","1386.47","1392.63","1354.19","1357.22","0.00","567923968"
"NEPSE","2018-04-25","1394.86","1399.46","1384.59","1386.47","0.00","529377984"
"NEPSE","2018-04-24","1410.85","1413.99","1391.19","1394.86","0.00","688872000"
"NEPSE","2018-04-23","1438.49","1461.21","1398.41","1410.85","0.00","1457789952"
"NEPSE","2018-04-22","1388.31","1438.57","1388.66","1438.49","0.00","1154540032"
"NEPSE","2018-04-19","1363.01","1391.74","1361.18","1388.31","0.00","1044529984"
"NEPSE","2018-04-18","1331.18","1392.16","1327.78","1363.01","0.00","1064979968"
"NEPSE","2018-04-17","1297.57","1334.45","1297.58","1331.18","0.00","916345984"
"NEPSE","2018-04-16","1280.15","1302.1","1277.01","1297.57","0.00","560924992"
"NEPSE","2018-04-15","1277.55","1280.9","1259.21","1280.15","0.00","292868992"
"NEPSE","2018-04-12","1273.33","1285.54","1273.37","1277.55","0.00","404896992"
"NEPSE","2018-04-11","1270.23","1273.35","1257.92","1273.33","0.00","250412000"
"NEPSE","2018-04-10","1287.78","1292","1266.85","1270.23","0.00","333681984"
"NEPSE","2018-04-09","1294.65","1316.6","1286.76","1287.78","0.00","796424000"
"NEPSE","2018-04-08","1250.39","1303.3","1250.19","1294.65","0.00","885886976"
"NEPSE","2018-04-05","1226.45","1250.49","1226.45","1250.39","0.00","605590976"
"NEPSE","2018-04-04","1199","1227.97","1199.06","1226.45","0.00","318393984"
"NEPSE","2018-04-03","1192.96","1200.35","1188.51","1199","0.00","213594000"
"NEPSE","2018-04-02","1196.24","1199.78","1191.24","1192.96","0.00","184803008"
"NEPSE","2018-04-01","1204.81","1222.63","1185.51","1196.24","0.00","293590016"
"NEPSE","2018-03-29","1204.81","1222.58","1204.69","1220.29","0.00","321771008"
"NEPSE","2018-03-28","1207.71","1222.95","1187.04","1204.81","0.00","493057984"
"NEPSE","2018-03-27","1168.55","1217.39","1134.92","1207.71","0.00","468104000"
"NEPSE","2018-03-26","1220.44","1220.44","1166.01","1168.55","0.00","453727008"
"NEPSE","2018-03-22","1231.07","1238.61","1207.56","1220.44","0.00","431647008"
"NEPSE","2018-03-21","1255.47","1257.52","1224.39","1231.07","0.00","360376992"
"NEPSE","2018-03-20","1270.52","1271.13","1249.6","1255.47","0.00","302363008"
"NEPSE","2018-03-19","1278.96","1281.34","1269.25","1270.52","0.00","256922000"
"NEPSE","2018-03-18","1288.36","1292.72","1277.53","1278.96","0.00","266955008"
"NEPSE","2018-03-15","1285.96","1298.68","1284.75","1288.36","0.00","221290000"
"NEPSE","2018-03-14","1281.9","1285.96","1279.28","1285.96","0.00","168392000"
"NEPSE","2018-03-13","1277.01","1281.9","1276.68","1281.9","0.00","226427008"
"NEPSE","2018-03-12","1284.09","1289.52","1273.03","1277.01","0.00","297712992"
"NEPSE","2018-03-11","1315.13","1315.51","1283.85","1284.09","0.00","303252992"
"NEPSE","2018-03-07","1296.44","1315.13","1295.83","1315.13","0.00","422131008"
"NEPSE","2018-03-06","1287.74","1306.1","1267.23","1296.44","0.00","430979008"
"NEPSE","2018-03-05","1304.43","1319.54","1286.19","1287.74","0.00","371527008"
"NEPSE","2018-03-04","1345.99","1345.79","1291.42","1304.43","0.00","440904000"
"NEPSE","2018-02-28","1364.81","1364.96","1343.8","1345.99","0.00","491740992"
"NEPSE","2018-02-27","1358.95","1377.62","1358.69","1364.81","0.00","437884992"
"NEPSE","2018-02-26","1374.73","1379.78","1356.64","1358.95","0.00","446529984"
"NEPSE","2018-02-25","1386.98","1389.31","1374.08","1374.73","0.00","252644000"
"NEPSE","2018-02-22","1387.08","1395.4","1382.04","1386.98","0.00","330896992"
"NEPSE","2018-02-21","1396.72","1397.66","1386","1387.08","0.00","244471008"
"NEPSE","2018-02-20","1413.9","1424.38","1396.59","1396.72","0.00","310777984"
"NEPSE","2018-02-18","1424.95","1444.94","1413.07","1413.9","0.00","567721984"
"NEPSE","2018-02-15","1388.94","1426.56","1388.94","1424.95","0.00","628467008"
"NEPSE","2018-02-14","1380.29","1389.04","1376.18","1388.94","0.00","277982016"
"NEPSE","2018-02-12","1384.71","1385.87","1378.64","1380.29","0.00","218002000"
"NEPSE","2018-02-11","1391.03","1394.37","1383.95","1384.71","0.00","194698000"
"NEPSE","2018-02-08","1382.02","1391.12","1378.58","1391.03","0.00","256940000"
"NEPSE","2018-02-07","1394.03","1395.25","1380.99","1382.02","0.00","255580000"
"NEPSE","2018-02-06","1400.05","1401.58","1393.16","1394.03","0.00","222879008"
"NEPSE","2018-02-05","1404.49","1413.14","1399.2","1400.05","0.00","287900992"
"NEPSE","2018-02-04","1404.49","1418.21","1409.62","1410.51","0.00","440143008"
"NEPSE","2018-02-01","1404.49","1415.18","1403.15","1411.52","0.00","396398016"
"NEPSE","2018-01-31","1402.23","1405.99","1399.67","1404.49","0.00","291264000"
"NEPSE","2018-01-29","1405.95","1407.86","1397.73","1402.23","0.00","261374000"
"NEPSE","2018-01-28","1404.53","1411.68","1403.46","1405.95","0.00","341291008"
"NEPSE","2018-01-25","1394.73","1404.53","1394.28","1404.53","0.00","271240000"
"NEPSE","2018-01-24","1393.04","1397.1","1391.35","1394.73","0.00","218552000"
"NEPSE","2018-01-23","1402.09","1402.94","1392.09","1393.04","0.00","301217984"
"NEPSE","2018-01-22","1402.67","1407.28","1400.6","1402.09","0.00","336096000"
"NEPSE","2018-01-21","1406.52","1413.45","1402.31","1402.67","0.00","381268992"
"NEPSE","2018-01-17","1413.71","1413.77","1399.39","1406.52","0.00","398921984"
"NEPSE","2018-01-16","1431.1","1431.17","1408.88","1413.71","0.00","340700992"
"NEPSE","2018-01-14","1440.29","1442.03","1426.45","1431.1","0.00","316456000"
"NEPSE","2018-01-10","1456.07","1457.89","1439.87","1440.29","0.00","356148000"
"NEPSE","2018-01-09","1443.8","1457.9","1441.88","1456.07","0.00","459059008"
"NEPSE","2018-01-08","1431.8","1448.78","1431.8","1443.8","0.00","444126016"
"NEPSE","2018-01-07","1423.83","1435.23","1422.31","1431.8","0.00","316608992"
"NEPSE","2018-01-04","1416.61","1423.83","1414.74","1423.83","0.00","365937984"
"NEPSE","2018-01-03","1437.24","1439.24","1414.96","1416.61","0.00","435828992"
"NEPSE","2018-01-02","1434.8","1453.85","1429.85","1437.24","0.00","603081984"
"NEPSE","2018-01-01","1390.58","1434.95","1390.59","1434.8","0.00","462478016"
"NEPSE","2017-12-31","1414.78","1414.87","1382.33","1390.58","0.00","422227008"
"NEPSE","2017-12-28","1425.51","1427.47","1409.31","1414.78","0.00","732625984"
"NEPSE","2017-12-27","1447.04","1447.3","1421.29","1425.51","0.00","643049984"
"NEPSE","2017-12-26","1467.68","1470.84","1445.25","1447.04","0.00","523652992"
"NEPSE","2017-12-24","1472.15","1481.06","1466.46","1467.68","0.00","500308000"
"NEPSE","2017-12-21","1484.47","1487.16","1470.64","1472.15","0.00","447976000"
"NEPSE","2017-12-20","1493.76","1494.06","1482.52","1484.47","0.00","391591008"
"NEPSE","2017-12-19","1508.25","1510.96","1493","1493.76","0.00","490559008"
"NEPSE","2017-12-18","1509.14","1516.9","1507.68","1508.25","0.00","518272992"
"NEPSE","2017-12-17","1520.15","1520.95","1505.84","1509.14","0.00","479945984"
"NEPSE","2017-12-14","1520.74","1524.39","1515.16","1520.15","0.00","404048000"
"NEPSE","2017-12-13","1510.21","1520.81","1504.13","1520.74","0.00","430999008"
"NEPSE","2017-12-12","1527.75","1530.84","1509.86","1510.21","0.00","556129984"
"NEPSE","2017-12-11","1530.49","1533.01","1520.19","1527.75","0.00","379048000"
"NEPSE","2017-12-10","1536.54","1556.84","1529.12","1530.49","0.00","807576000"
"NEPSE","2017-12-06","1524.87","1537.51","1524.36","1536.54","0.00","608851968"
"NEPSE","2017-12-05","1526.77","1528.63","1517.99","1524.87","0.00","490348992"
"NEPSE","2017-12-04","1537.67","1544.93","1524.54","1526.77","0.00","525312992"
"NEPSE","2017-11-30","1536.12","1540.84","1527.14","1537.67","0.00","714825984"
"NEPSE","2017-11-29","1523.86","1548.67","1523.86","1536.12","0.00","1009910016"
"NEPSE","2017-11-28","1513.74","1524.01","1510.23","1523.86","0.00","542232000"
"NEPSE","2017-11-27","1514.34","1521.15","1508.22","1513.74","0.00","640464000"
"NEPSE","2017-11-26","1493.29","1516.73","1493.29","1514.34","0.00","588665984"
"NEPSE","2017-11-23","1480.26","1494.1","1480.26","1493.29","0.00","426372000"
"NEPSE","2017-11-22","1469.16","1482.05","1470.97","1480.26","0.00","295387008"
"NEPSE","2017-11-21","1469.16","1481.3","1465.89","1472.24","0.00","290092000"
"NEPSE","2017-11-20","1475.72","1476.53","1467.07","1469.16","0.00","354720000"
"NEPSE","2017-11-19","1489.06","1494.2","1475.04","1475.72","0.00","424575008"
"NEPSE","2017-11-16","1504.79","1506.81","1488.52","1489.06","0.00","416516000"
"NEPSE","2017-11-15","1516.02","1521.01","1503.97","1504.79","0.00","584502016"
"NEPSE","2017-11-14","1490.88","1521.87","1490.82","1516.02","0.00","681294016"
"NEPSE","2017-11-13","1477.14","1492.02","1476.86","1490.88","0.00","514395008"
"NEPSE","2017-11-12","1460.73","1477.19","1456.66","1477.14","0.00","323486016"
"NEPSE","2017-11-09","1466.62","1475.83","1452.24","1460.73","0.00","444492992"
"NEPSE","2017-11-08","1484.45","1484.54","1459.4","1466.62","0.00","446584992"
"NEPSE","2017-11-07","1493.42","1503.32","1483.92","1484.45","0.00","377729984"
"NEPSE","2017-11-06","1496.46","1503.43","1480.32","1493.42","0.00","486160000"
"NEPSE","2017-11-05","1522.81","1524.43","1489.17","1496.46","0.00","581257024"
"NEPSE","2017-11-02","1526.51","1527.08","1519.77","1522.81","0.00","360876000"
"NEPSE","2017-11-01","1533.53","1535.88","1523.52","1526.51","0.00","368937984"
"NEPSE","2017-10-31","1536.72","1539.94","1528.12","1533.53","0.00","339512992"
"NEPSE","2017-10-30","1540.23","1542.91","1534.2","1536.72","0.00","389572000"
"NEPSE","2017-10-29","1553.72","1555.21","1539.41","1540.23","0.00","373524000"
"NEPSE","2017-10-25","1567.64","1568.06","1552.91","1553.72","0.00","409729984"
"NEPSE","2017-10-24","1568.3","1572.4","1562.56","1567.64","0.00","377179008"
"NEPSE","2017-10-23","1571.92","1575.67","1564.48","1568.3","0.00","377179008"
"NEPSE","2017-10-22","1568.35","1586.89","1567.96","1571.92","0.00","346168992"
"NEPSE","2017-10-18","1559.18","1568.52","1548.32","1568.35","0.00","350052000"
"NEPSE","2017-10-17","1564.9","1573.91","1552.12","1559.18","0.00","554140032"
"NEPSE","2017-10-16","1518.28","1564.99","1518.28","1564.9","0.00","545788032"
"NEPSE","2017-10-15","1510.02","1518.47","1507.95","1518.28","0.00","498376000"
"NEPSE","2017-10-12","1505.99","1512.3","1505.52","1510.02","0.00","386200992"
"NEPSE","2017-10-11","1502.63","1513.38","1499.38","1505.99","0.00","274908000"
"NEPSE","2017-10-10","1501.89","1507.82","1493.97","1502.63","0.00","297796000"
"NEPSE","2017-10-09","1510.01","1513.06","1493.83","1501.89","0.00","308187008"
"NEPSE","2017-10-08","1542.65","1542.53","1492.2","1510.01","0.00","389966016"
"NEPSE","2017-10-04","1556.35","1558.61","1539.89","1542.65","0.00","272360992"
"NEPSE","2017-10-03","1549.46","1556.35","1546.1","1556.35","0.00","129759000"
"NEPSE","2017-09-26","1545.44","1553.44","1545.34","1549.46","0.00","303448000"
"NEPSE","2017-09-25","1536.92","1545.65","1536.85","1545.44","0.00","255570000"
"NEPSE","2017-09-24","1539.81","1540.38","1534.61","1536.92","0.00","271105984"
"NEPSE","2017-09-20","1543.7","1546.89","1530.23","1539.81","0.00","414631008"
"NEPSE","2017-09-18","1547.94","1556.34","1541.31","1543.7","0.00","450840992"
"NEPSE","2017-09-17","1530.31","1549.11","1528.94","1547.94","0.00","576883008"
"NEPSE","2017-09-14","1493.2","1530.31","1489.4","1530.31","0.00","591177984"
"NEPSE","2017-09-13","1502.2","1509.24","1483.96","1493.2","0.00","591177984"
"NEPSE","2017-09-12","1523.26","1523.26","1499.55","1502.2","0.00","540275008"
"NEPSE","2017-09-11","1519.66","1530.23","1510.23","1523.26","0.00","727353984"
"NEPSE","2017-09-10","1554.55","1556.77","1519.12","1519.66","0.00","877347968"
"NEPSE","2017-09-07","1566.5","1571.01","1553.99","1554.55","0.00","653435008"
"NEPSE","2017-09-06","1554.56","1580.4","1554.56","1566.5","0.00","702812032"
"NEPSE","2017-09-04","1580.03","1580.86","1553.87","1554.56","0.00","809582016"
"NEPSE","2017-08-31","1598.36","1599.03","1577.68","1580.03","0.00","789476992"
"NEPSE","2017-08-30","1612.91","1614.75","1595.92","1598.36","0.00","848014976"
"NEPSE","2017-08-28","1622.32","1627.35","1611.91","1612.91","0.00","870353984"
"NEPSE","2017-08-27","1617.81","1627.98","1617.86","1622.32","0.00","718817984"
"NEPSE","2017-08-24","1611.27","1618.03","1608.96","1617.81","0.00","555446976"
"NEPSE","2017-08-23","1614.05","1617.58","1609.89","1611.27","0.00","574001024"
"NEPSE","2017-08-22","1611.57","1622.68","1607.18","1614.05","0.00","662060032"
"NEPSE","2017-08-21","1617.97","1619.32","1609.41","1611.57","0.00","474737984"
"NEPSE","2017-08-20","1629.75","1633.72","1617.06","1617.97","0.00","705353984"
"NEPSE","2017-08-17","1632.66","1633.9","1624.05","1629.75","0.00","629568000"
"NEPSE","2017-08-16","1629.16","1644.52","1625.01","1632.66","0.00","631038976"
"NEPSE","2017-08-15","1642.13","1644.74","1628.04","1629.16","0.00","701028992"
"NEPSE","2017-08-13","1653.53","1661.18","1640.84","1642.13","0.00","743803008"
"NEPSE","2017-08-10","1661.72","1664.11","1650.2","1653.53","0.00","869953984"
"NEPSE","2017-08-09","1667.94","1675.31","1661.25","1661.72","0.00","824171008"
"NEPSE","2017-08-07","1665.05","1671.46","1663.26","1667.94","0.00","868548992"
"NEPSE","2017-08-06","1660.58","1670.01","1659.99","1665.05","0.00","962364992"
"NEPSE","2017-08-03","1662.74","1669","1658.88","1660.58","0.00","1081469952"
"NEPSE","2017-08-02","1660.25","1668.55","1659.19","1662.74","0.00","1019910016"
"NEPSE","2017-08-01","1652.69","1661.73","1652.36","1660.25","0.00","1013820032"
"NEPSE","2017-07-31","1643.28","1657.01","1643.28","1652.69","0.00","978681024"
"NEPSE","2017-07-30","1646.53","1649.93","1635.42","1643.28","0.00","932892992"
"NEPSE","2017-07-27","1645.03","1653.2","1637.67","1646.53","0.00","1120790016"
"NEPSE","2017-07-26","1636.19","1649.53","1636.19","1645.03","0.00","1109970048"
"NEPSE","2017-07-25","1629.08","1645.57","1627.76","1636.19","0.00","808281984"
"NEPSE","2017-07-24","1635.56","1636.01","1625.09","1629.08","0.00","1008200000"
"NEPSE","2017-07-23","1635.75","1640.3","1633.82","1635.56","0.00","1021249984"
"NEPSE","2017-07-20","1637.27","1640.34","1633.6","1635.75","0.00","907945984"
"NEPSE","2017-07-19","1638.41","1652.73","1634.97","1637.27","0.00","1107469952"
"NEPSE","2017-07-18","1604.15","1638.41","1603.76","1638.41","0.00","1102710016"
"NEPSE","2017-07-17","1583.57","1604.31","1582.48","1604.15","0.00","599289984"
"NEPSE","2017-07-16","1582.67","1584.38","1580.08","1583.57","0.00","430724000"
"NEPSE","2017-07-13","1587.56","1589.16","1578.94","1582.67","0.00","716166976"
"NEPSE","2017-07-12","1585.01","1590.61","1582.06","1587.56","0.00","561254016"
"NEPSE","2017-07-11","1575.22","1586.35","1571.75","1585.01","0.00","544070976"
"NEPSE","2017-07-10","1584.15","1584.34","1572","1575.22","0.00","642406976"
"NEPSE","2017-07-09","1582.11","1605.39","1561.79","1584.15","0.00","1042430016"
"NEPSE","2017-07-06","1551.06","1582.52","1550.77","1582.11","0.00","712723008"
"NEPSE","2017-07-05","1541.28","1551.07","1537.99","1551.06","0.00","455596992"
"NEPSE","2017-07-04","1544.29","1546.13","1540.62","1541.28","0.00","354695008"
"NEPSE","2017-07-03","1541.82","1551.98","1541.06","1544.29","0.00","402097984"
"NEPSE","2017-07-02","1563.81","1563.93","1539.75","1541.82","0.00","520582016"
"NEPSE","2017-06-28","1565.09","1566.35","1559.61","1563.81","0.00","450164992"
"NEPSE","2017-06-27","1567.72","1571.72","1563.04","1565.09","0.00","578462976"
"NEPSE","2017-06-25","1559.49","1569.94","1559.3","1567.72","0.00","582424000"
"NEPSE","2017-06-22","1554.69","1565.56","1554.43","1559.49","0.00","494652000"
"NEPSE","2017-06-21","1551.07","1559.07","1548.04","1554.69","0.00","425968000"
"NEPSE","2017-06-20","1555.16","1560.35","1542.06","1551.07","0.00","552184000"
"NEPSE","2017-06-19","1575.98","1576.82","1554.09","1555.16","0.00","614467968"
"NEPSE","2017-06-18","1589.59","1591.9","1574.73","1575.98","0.00","533216000"
"NEPSE","2017-06-15","1584.49","1605.01","1578.66","1589.59","0.00","612854976"
"NEPSE","2017-06-14","1585.15","1586.92","1581.41","1584.49","0.00","530158016"
"NEPSE","2017-06-13","1580.52","1592.02","1576.46","1585.15","0.00","468572000"
"NEPSE","2017-06-12","1590.49","1593.39","1577.75","1580.52","0.00","482025984"
"NEPSE","2017-06-11","1615.19","1618.98","1589.71","1590.49","0.00","646574976"
"NEPSE","2017-06-08","1623.13","1623.5","1610.02","1615.19","0.00","474460992"
"NEPSE","2017-06-07","1637.37","1651.29","1622.27","1623.13","0.00","752364032"
"NEPSE","2017-06-06","1602.65","1637.39","1602.65","1637.37","0.00","896185024"
"NEPSE","2017-06-05","1593.81","1610.3","1593.9","1602.65","0.00","546643008"
"NEPSE","2017-06-04","1604.31","1606.13","1590.67","1593.81","0.00","527332000"
"NEPSE","2017-06-01","1608.11","1614.85","1604.2","1604.31","0.00","562675968"
"NEPSE","2017-05-31","1594.43","1612.8","1582.72","1608.11","0.00","649315968"
"NEPSE","2017-05-30","1615.58","1616.07","1592.4","1594.43","0.00","732868992"
"NEPSE","2017-05-28","1629.58","1629.9","1611.22","1615.58","0.00","723315968"
"NEPSE","2017-05-24","1626.51","1632.11","1615.18","1629.58","0.00","629254976"
"NEPSE","2017-05-23","1616.4","1636.14","1611.61","1626.51","0.00","754849024"
"NEPSE","2017-05-22","1627.24","1629.38","1612.07","1616.4","0.00","513321984"
"NEPSE","2017-05-21","1643.87","1648.35","1625.49","1627.24","0.00","641156992"
"NEPSE","2017-05-18","1644.26","1646.04","1635.65","1643.87","0.00","757734976"
"NEPSE","2017-05-17","1649.24","1655.09","1644.25","1644.26","0.00","574614976"
"NEPSE","2017-05-16","1659.23","1660.52","1647.63","1649.24","0.00","447912000"
"NEPSE","2017-05-15","1658.58","1675.57","1658.16","1659.23","0.00","596112000"
"NEPSE","2017-05-11","1650.81","1659.05","1650.72","1658.58","0.00","840556032"
"NEPSE","2017-05-09","1637.3","1651.09","1637.21","1650.81","0.00","597118976"
"NEPSE","2017-05-08","1628.98","1647.21","1627.02","1637.3","0.00","560332032"
"NEPSE","2017-05-07","1653.18","1655.72","1625.76","1628.98","0.00","668144000"
"NEPSE","2017-05-04","1662.38","1668.3","1652.21","1653.18","0.00","752230976"
"NEPSE","2017-05-03","1658.33","1679.82","1658.88","1662.38","0.00","864366976"
"NEPSE","2017-05-02","1650.78","1667.97","1642.37","1658.33","0.00","874723968"
"NEPSE","2017-04-30","1670.62","1670.69","1648.11","1650.78","0.00","747966016"
"NEPSE","2017-04-27","1670.3","1679.31","1656.68","1670.62","0.00","1063420032"
"NEPSE","2017-04-26","1672.38","1677.9","1666.09","1670.3","0.00","856094976"
"NEPSE","2017-04-25","1675.78","1682.91","1668.71","1672.38","0.00","1036600000"
"NEPSE","2017-04-24","1693.72","1696.85","1673.08","1675.78","0.00","941086976"
"NEPSE","2017-04-23","1658.34","1724.54","1659.46","1693.72","0.00","1515859968"
"NEPSE","2017-04-20","1662.02","1684.33","1653.62","1658.34","0.00","1299580032"
"NEPSE","2017-04-19","1612.04","1662.02","1609.8","1662.02","0.00","1037200000"
"NEPSE","2017-04-18","1651.61","1651.74","1603.59","1612.04","0.00","1458509952"
"NEPSE","2017-04-16","1697.13","1704.02","1651.1","1651.61","0.00","1163069952"
"NEPSE","2017-04-13","1703.07","1709.08","1679.68","1697.13","0.00","1391820032"
"NEPSE","2017-04-12","1709.82","1737.91","1702.7","1703.07","0.00","1986259968"
"NEPSE","2017-04-11","1676.22","1710.74","1676.25","1709.82","0.00","1860470016"
"NEPSE","2017-04-10","1651.6","1677.18","1651.28","1676.22","0.00","1542029952"
"NEPSE","2017-04-09","1651.04","1665.55","1644.31","1651.6","0.00","1194230016"
"NEPSE","2017-04-06","1657.02","1666.91","1642.91","1651.04","0.00","1351320064"
"NEPSE","2017-04-04","1660.52","1675.95","1635.22","1657.02","0.00","1566310016"
"NEPSE","2017-04-03","1667.11","1746.82","1648.21","1660.52","0.00","2442589952"
"NEPSE","2017-04-02","1587.64","1667.11","1587.64","1667.11","0.00","903900032"
"NEPSE","2017-03-30","1588.29","1600.57","1569.43","1587.64","0.00","1447270016"
"NEPSE","2017-03-29","1610.62","1644.77","1587.21","1588.29","0.00","2043980032"
"NEPSE","2017-03-28","1533.83","1610.67","1533.83","1610.62","0.00","1339960064"
"NEPSE","2017-03-26","1486.04","1546.48","1486.04","1533.83","0.00","1511490048"
"NEPSE","2017-03-23","1481.08","1495.58","1469.57","1486.04","0.00","961484032"
"NEPSE","2017-03-22","1462.23","1513.19","1462.23","1481.08","0.00","1306419968"
"NEPSE","2017-03-21","1424.38","1463.09","1412.97","1462.23","0.00","1313200000"
"NEPSE","2017-03-20","1382.19","1424.78","1381.87","1424.38","0.00","1205650048"
"NEPSE","2017-03-19","1357.34","1382.3","1357.08","1382.19","0.00","640144000"
"NEPSE","2017-03-16","1356.13","1359.65","1354.75","1357.34","0.00","417496000"
"NEPSE","2017-03-15","1347.09","1358.24","1340.3","1356.13","0.00","287448992"
"NEPSE","2017-03-14","1355.23","1360.37","1346.7","1347.09","0.00","309343008"
"NEPSE","2017-03-13","1347.53","1359.49","1347.56","1355.23","0.00","335582016"
"NEPSE","2017-03-09","1341.56","1353.45","1341.48","1347.53","0.00","452680992"
"NEPSE","2017-03-07","1358.41","1358.48","1339.27","1341.56","0.00","402360992"
"NEPSE","2017-03-06","1354.34","1371.53","1353.47","1358.41","0.00","732656000"
"NEPSE","2017-03-05","1329.41","1358.27","1328","1354.34","0.00","558435968"
"NEPSE","2017-03-02","1316.8","1329.41","1316.8","1329.41","0.00","400524992"
"NEPSE","2017-03-01","1299.29","1316.96","1299.1","1316.8","0.00","314716000"
"NEPSE","2017-02-28","1313.01","1313.01","1294.19","1299.29","0.00","528111008"
"NEPSE","2017-02-26","1337.46","1338.49","1313.01","1313.01","0.00","245987008"
"NEPSE","2017-02-23","1344.11","1344.07","1335.68","1337.46","0.00","269056000"
"NEPSE","2017-02-22","1357.57","1358.91","1338.45","1344.11","0.00","319015008"
"NEPSE","2017-02-21","1365.11","1385.9","1346.59","1357.57","0.00","577590016"
"NEPSE","2017-02-20","1369.35","1394.06","1361.05","1365.11","0.00","798889024"
"NEPSE","2017-02-19","1343.85","1369.41","1326.71","1369.35","0.00","628798016"
"NEPSE","2017-02-16","1316.8","1345.33","1314.08","1343.85","0.00","621523968"
"NEPSE","2017-02-15","1274.97","1316.81","1275.06","1316.8","0.00","520287008"
"NEPSE","2017-02-14","1278.98","1284.04","1260.84","1274.97","0.00","390963008"
"NEPSE","2017-02-13","1252.5","1278.98","1218.86","1278.98","0.00","462281984"
"NEPSE","2017-02-12","1296.23","1297.3","1252.42","1252.5","0.00","451153984"
"NEPSE","2017-02-09","1322.98","1323.32","1296.2","1296.23","0.00","411400992"
"NEPSE","2017-02-08","1344.6","1346.26","1321.23","1322.98","0.00","324199008"
"NEPSE","2017-02-07","1348.84","1350.96","1338.06","1344.6","0.00","297356992"
"NEPSE","2017-02-06","1364.5","1364.86","1346.19","1348.84","0.00","222291008"
"NEPSE","2017-02-05","1382.45","1384","1353.76","1364.5","0.00","255400992"
"NEPSE","2017-02-02","1389.83","1416.93","1377.19","1382.45","0.00","516676000"
"NEPSE","2017-02-01","1326.6","1390.56","1326.6","1389.83","0.00","564668032"
"NEPSE","2017-01-31","1309.7","1335.23","1292.98","1326.6","0.00","469633984"
"NEPSE","2017-01-30","1375.14","1375.93","1307.62","1309.7","0.00","512318016"
"NEPSE","2017-01-26","1396.61","1396.61","1357.31","1375.14","0.00","490808000"
"NEPSE","2017-01-25","1432.99","1433.63","1395.91","1396.61","0.00","398868000"
"NEPSE","2017-01-24","1457.88","1460.37","1432.99","1432.99","0.00","317612992"
"NEPSE","2017-01-23","1465.84","1467.01","1457.85","1457.88","0.00","298895008"
"NEPSE","2017-01-22","1462.56","1468.72","1462.41","1465.84","0.00","231915008"
"NEPSE","2017-01-19","1462.23","1468.86","1461.42","1462.56","0.00","297208992"
"NEPSE","2017-01-18","1463.04","1463.66","1456.95","1462.23","0.00","291684992"
"NEPSE","2017-01-17","1466.09","1467.38","1454.99","1463.04","0.00","333654016"
"NEPSE","2017-01-16","1477.72","1480.07","1465.53","1466.09","0.00","260408992"
"NEPSE","2017-01-15","1479.86","1484.43","1476.25","1477.72","0.00","267938000"
"NEPSE","2017-01-12","1476.51","1481.77","1476.26","1479.86","0.00","257332992"
"NEPSE","2017-01-11","1476.9","1484.57","1473.71","1476.51","0.00","290327008"
"NEPSE","2017-01-10","1458.97","1477.81","1460.6","1476.9","0.00","356823008"
"NEPSE","2017-01-09","1447.45","1461.23","1447.5","1458.97","0.00","261236992"
"NEPSE","2017-01-08","1454.14","1453.89","1445.66","1447.45","0.00","385014016"
"NEPSE","2017-01-05","1457.82","1465.72","1451.36","1454.14","0.00","326768000"
"NEPSE","2017-01-04","1456.82","1462.83","1442.51","1457.82","0.00","320670016"
"NEPSE","2017-01-03","1482.85","1484.26","1456.69","1456.82","0.00","385836992"
"NEPSE","2017-01-02","1465.72","1484.89","1465.72","1482.85","0.00","494264992"
"NEPSE","2017-01-01","1443.38","1476.82","1443.8","1465.72","0.00","561280000"
"NEPSE","2016-12-29","1413.15","1454.64","1412.9","1443.38","0.00","560499008"
"NEPSE","2016-12-28","1407.53","1422.89","1402.81","1413.15","0.00","433379008"
"NEPSE","2016-12-27","1432.57","1433.6","1394.18","1407.53","0.00","546097024"
"NEPSE","2016-12-26","1475.41","1476.5","1432.57","1432.57","0.00","458576992"
"NEPSE","2016-12-22","1470.63","1480.19","1466.75","1475.41","0.00","444880992"
"NEPSE","2016-12-21","1495.99","1496.23","1469.55","1470.63","0.00","475655008"
"NEPSE","2016-12-20","1514.88","1515.08","1494.76","1495.99","0.00","668400000"
"NEPSE","2016-12-19","1531.35","1532","1512.79","1514.88","0.00","537187008"
"NEPSE","2016-12-18","1530.06","1531.43","1518.74","1531.35","0.00","566508992"
"NEPSE","2016-12-15","1516.08","1531.32","1514.17","1530.06","0.00","479159008"
"NEPSE","2016-12-14","1509.43","1518.07","1502.1","1516.08","0.00","466484992"
"NEPSE","2016-12-12","1522.8","1523.98","1495.91","1509.43","0.00","519555008"
"NEPSE","2016-12-11","1544.68","1546.21","1522.64","1522.8","0.00","388068000"
"NEPSE","2016-12-08","1553.9","1554.24","1541.52","1544.68","0.00","584075008"
"NEPSE","2016-12-07","1554.51","1557.42","1548.01","1553.9","0.00","488444000"
"NEPSE","2016-12-06","1544.6","1559.54","1536.78","1554.51","0.00","711153984"
